1	How can I reset my password? I can’t remember my password. 	 Currently we do not have this facility. Users will need to contact the admin	 How can I contact the admin? Can you give me the contact information?	You can find the contact information in the webpage
0	Can I have 20 child nodes for the parents nodes?	No	Then, how many can I have?	Go to  Login → Get Started → DATA ADMINISTRATION WITH GRAPH
1	If I have more than 50 child nodes for the parents nodes, would that be okay?	There should be no problem.	Why?	Our system doesn't have nodes limitationn.
0	If I have more than 50 child nodes for the parents nodes, would that be okay?	No.	Why?	Our system doesn't have nodes limitationn.
1	What do we do next after the output stage?	Do you mean the final output?	No, I mean the test cases.	You can simply provide input for the test cases and then perform the execute test case action.
0	What do we do next after the output stage?	Do you mean the final output?	No, I mean the test cases.	Application output is stored in the form of String. This output is generated by the application.
1	What if I accidentally return back to the previous stage, will output information be saved?	What do you mean by previous stage?	Like going back to the context page/input page.	Expected output is generated from the output tree once “generate test cases” action triggered. If this action is interrupted then test case generation will be terminated.
0	What if I accidentally return back to the previous stage, will output information be saved?	What do you mean by previous stage?	Like going back to the context page/input page.	User can manipulate this output tree to model the expected output.
1	What will happen if the "generate test cases" action was triggered and I interrupted it?	During the output stage right?	Yes.	Then the test case generation will be terminated.
0	What will happen if the "generate test cases" action was triggered and I interrupted it?	During the output stage right?	Yes.	Nothing will happen.
1	What is the difference between expected output and application output?	During which stage?	Like at the end.	Expected output is generated from the output tree. Application output is generated after the execution of test cases. Expected output tree will be used to compare actual application output to rate the quality。
0	What is the difference between expected output and application output?	During which stage?	Like at the end.	Sorry, I don't quite understand your question.
1	When is application output generated?	Application output as the output for the final stage?	Correct.	Application output is generated after the execution of test cases.
0	When is application output generated?	Application output as the output for the final stage?	Correct.	Expected output is generated from the output tree.
1	When is the expected output generated?	Expected output as the output for the final stage?	Correct.	Expected output is generated from the output tree.
0	When is the expected output generated?	Expected output as the output for the final stage?	Correct.	Application output is generated after the execution of test cases.
1	How is expected output tree used?	Expected output tree?	Yes.	Expected output tree will be used to compare actual application output to rate the quality.
0	How is expected output tree used?	Expected output tree?	Yes.	Thank you for your help!
1	What if I accidentally deleted the whole test case?	Are you looking for recovery?	Yes.	Our system doesn't provide recovery.
0	What if I accidentally deleted the whole test case?	Are you looking for recovery?	Yes.	Go to  Login → Get Started → Test Case Group
1	Is there any way to restore the deleted test case?	Are you looking for restoration?	Yes, I am.	Unfortunately no. If user deleted input/context test case then user will need to retrigger the generate test case action.
0	Is there any way to restore the deleted test case?	Are you looking for restoration?	Yes, I am.	Go to  Login → Get Started → Test Case Group
1	Do I need to retrigger the generate test case action if I deleted input or context test case?	For the deleted input or context test case?	Correct.	Yes, you do need to do that.
0	Do I need to retrigger the generate test case action if I deleted input or context test case?	For the deleted input or context test case?	Correct.	Go to  Login → Get Started → Test Case Group
1	Where can I store the output information?	You will need to create an output tree.	Then?	In the child node user can put all the possible output strings or output tree can be generated automatically based on the input and context tree.
0	Where can I store the output information?	You will need to create an output tree.	Then?	Go to  Login → Get Started → DATA ADMINISTRATION WITH GRAPH
1	Where can I find the output information?	In our system menu? Do you need navigations?	Yes please.	Go to  Login → Get Started → Test Case Group
0	Where can I find the output information?	In our system menu? Do you need navigations?	Yes please.	Go to  Login → Get Started → DATA ADMINISTRATION WITH GRAPH
1	Could you please provide detailed navigations to get to the output information?	In our system menu? Do you need navigations?	Yes please.	1. Click view test case action 2. Select input test case and click view test case action  to see context test case 3. Click on the “Expected Output” or “Application Output” column  to view the output respectively
0	Could you please provide detailed navigations to get to the output information?	In our system menu? Do you need navigations?	Yes please.	Go to  Login → Get Started → DATA ADMINISTRATION WITH GRAPH
1	Where can I find the deleted test case?	Deleted from the Test Case Group?	Right.	Delete action is hard delete. I.e., you cannot view the test case once deleted.
0	Where can I find the deleted test case?	Deleted from the Test Case Group?	Right.	No. If user deleted input/context test case then user will need to retrigger the generate test case action.
1	What type of action is for deleted test case?	Could you please clarify what do you by the type?	Like is it restorable?	No, delete action is hard delete.
0	What type of action is for deleted test case?	Could you please clarify what do you by the type?	Like is it restorable?	The question is interesting.
1	Why is there only one file version available?	Do you mean the output file version? Or the input file version?	I mean in genneral.	Auto file versioning is not available but if you. Name the files accordingly and then user can store multiple versions of the file. Also, copy tree function is available
0	Why is there only one file version available?	Do you mean the output file version? Or the input file version?	I mean in genneral.	Yes. You can generate different expected output tree for same input and context group。
1	Can we have more than two parent nodes?	For output generation?	Yes, for the output tree.	No. Currently we do not have this facility.
0	Can we have more than two parent nodes?	For output generation?	Yes, for the output tree.	You're welcome.
1	Just by looking at the child nodes, it feels like the child nodes are lacking of something.	Could you explain a little bit more?	Can we have more detailed information about the child nodes?	No. Currently we do not have this facility.
0	Just by looking at the child nodes, it feels like the child nodes are lacking of something.	Could you explain a little bit more?	Can we have more detailed information about the child nodes?	There is no such limitation.
1	Is there a limitation on the number of output we could have from the same dataset?	During the output stage?	Correct, with using the same input and context group.	Yes. You can generate different expected output tree for same input and context group.
0	Is there a limitation on the number of output we could have from the same dataset?	During the output stage?	Correct, with using the same input and context group.	No. Currently we do not have this facility.
1	For a given image or video, which features are considered context?	Could you provide some examples?	Many things related to the subject in your image or video can be considered as context. 	For example, the image is about a dog. The dog's posture, orientation and surounding backgroud can be regarded as context. 
0	For a given image or video, which features are considered context?	Could you provide some examples?	Many things related to the subject in your image or video can be considered as context. 	You can customize your context features by simply changing the labels of nodes, adding or deleting nodes in the context tree.
1	How can I customize my own context tree?	You can customize your context features by simply changing the labels of nodes, adding or deleting nodes in the context tree.	Great! Do you mean each node represents a context feature?	Yep! Each node in the context tree stands for a context feature you designed. Besides, just let you know, you can enter subnodes as subfeatures as well.
0	How can I customize my own context tree?	You can customize your context features by simply changing the labels of nodes, adding or deleting nodes in the context tree.	Great! Do you mean each node represents a context feature?	Great question! The greater the number of nodes, the more test cases will be generated and the longer it will take. So if possible create a tree with necessary key values.
1	Is there any limit to the number of nodes that I can enter?	There is no limit to the number of nodes you can create at each level. You can add nodes as needed.	Here, you mean at each level. Is there an upper limit on the total levels of nodes? 	Yes, you are right! So far, our context tree only supports 3 levels. When designing the context tree, be careful to the level restriction.
0	Is there any limit to the number of nodes that I can enter?	There is no limit to the number of nodes you can create at each level. You can add nodes as needed.	Here, you mean at each level. Is there an upper limit on the total levels of nodes? 	I am sorry. Users are not allowed to do that directly. Nodes and child Nodes are sorted based on name (A-Z) after each action (add, delete and rename).
1	Hi, I cannot add a child node to the 4th level of the context tree. How can I fix this?	Oh, sorry to inform you that our context tree only supports up to 3 levels of design. I am afraid you have to get rid of the 4th level or simplify your design to 3 levels. 	Ok, got it! I will modify it.	You can modify it offline and then upload the modified file, or modify online in the workspace and save the updated version.
0	Hi, I cannot add a child node to the 4th level of the context tree. How can I fix this?	Oh, sorry to inform you that our context tree only supports up to 3 levels of design. I am afraid you have to get rid of the 4th level or simplify your design to 3 levels. 	Ok, got it! I will modify it.	Navigation : Login → Get Started → DATA ADMINISTRATION WITH GRAPH. Hover mouse on the target node, and right click. You'll see the corresponding options.
1	What’s the recommended number of input features for a context tree? Is there any limit?	There is no limit to the number of nodes and child nodes, but tree should have only three levels.	Got it! Will too many nodes affect efficiency?	Great question! The greater the number of nodes, the more test cases will be generated and the longer it will take. So if possible create a tree with necessary key values.
0	What’s the recommended number of input features for a context tree? Is there any limit?	There is no limit to the number of nodes and child nodes, but tree should have only three levels.	Got it! Will too many nodes affect efficiency?	Not exactly. The same directory stays open only if you only use this app.
1	How can I organize the context features? Can you provide a template?	You can organize your context features into a tree structure level by level. A parent node presents a context feature, and a child node presents a subfeature of that context feature.	How many subfeatures can I add to a context feature?	There is no limit to the number of subfeatures you can add. But be careful, our context tree design only supports up to 3 levels.
0	How can I organize the context features? Can you provide a template?	You can organize your context features into a tree structure level by level. A parent node presents a context feature, and a child node presents a subfeature of that context feature.	How many subfeatures can I add to a context feature?	Sorry, now we only support adding category names to each node.
1	How can I change the order between features?	Go to  Login → Get Started → DATA ADMINISTRATION WITH GRAPH	I tried to rearrange the order of child nodes in my tree but failed. Can you help me figure it out?	I am sorry. Users are not allowed to do that directly. Nodes and child Nodes are sorted based on name (A-Z) after each action (add, delete and rename).
0	How can I change the order between features?	Go to  Login → Get Started → DATA ADMINISTRATION WITH GRAPH	I tried to rearrange the order of child nodes in my tree but failed. Can you help me figure it out?	Sure.There is a plus(+) symbol on the popup window. With this you can add as many nodes required, then click create to add nodes to the tree.
1	What actions can I do to a node in the context tree?	You can add, delete or rename a node in the context tree.	How can I delete or add a node?	Navigation : Login → Get Started → DATA ADMINISTRATION WITH GRAPH. Hover mouse on the target node, and right click. You'll see the corresponding options.
0	What actions can I do to a node in the context tree?	You can add, delete or rename a node in the context tree.	How can I delete or add a node?	I am sorry. Users are not allowed to do that directly. Nodes and child Nodes are sorted based on name (A-Z) after each action (add, delete and rename).
1	Does the order of nodes at each level matter?	The order of nodes at each level will be automatically sorted based on name (A-Z) after each action. The order doesn't affect test cases generation.	If I add more than 10 nodes at a level, would it be too much?	Actually, there is no restrictions. However, more nodes will take more time to generate test cases and modeling inputs.
0	Does the order of nodes at each level matter?	The order of nodes at each level will be automatically sorted based on name (A-Z) after each action. The order doesn't affect test cases generation.	If I add more than 10 nodes at a level, would it be too much?	Did you save it? You can only restore records from the saved tree. If you didn't, you'll lose all the info.
1	I mistakenly deleted the context tree I just created. Is there any way to restore it?	Did you save it? You can only restore info from the saved tree.	I didn't. Do I need to rebuild it from scratch?	I am sorry, the answer is YES.
0	I mistakenly deleted the context tree I just created. Is there any way to restore it?	Did you save it? You can only restore info from the saved tree.	I didn't. Do I need to rebuild it from scratch?	Yes, you are right! So far, our context tree only supports 3 levels. When designing the context tree, be careful to the level restriction.
1	The webpage was frozen when I was creating the context tree. If I refresh this page, will I lose my records?	Did you save it? You can only restore records from the saved tree. If you didn't, you'll lose all the info.	I saved! Where can I find the saved version.	Go to  Login → Get Started → DATA ADMINISTRATION WITH GRAPH. Select tree/file from dropdown list.
0	The webpage was frozen when I was creating the context tree. If I refresh this page, will I lose my records?	Did you save it? You can only restore records from the saved tree. If you didn't, you'll lose all the info.	I saved! Where can I find the saved version.	You can organize your context features into a tree structure level by level. A parent node presents a context feature, and a child node presents a subfeature of that context feature.
1	How can I correct the typo in my node label?	Move the mouse over the node. Right click on it and select “Rename Node” option. A popup window will open.Change name and Click rename.	Oh, thanks. Clear instructions.	No problem. Just let you know, when you rename a node, the order of nodes will be automatically sorted by new name (A-Z).
0	How can I correct the typo in my node label?	Move the mouse over the node. Right click on it and select “Rename Node” option. A popup window will open.Change name and Click rename.	Oh, thanks. Clear instructions.	Actually, there is no restrictions. However, more nodes will take more time to generate test cases and modeling inputs.
1	How can I zoom in the tree I built, because all the nodes are squeezed together?	There are three ways. 1. Click near the tree Area (If tree is not manipulated). Use mouse scroll to zoom-in and zoom-out the tree.	2. Click and hold to move tree around.	3. Double click near the tree to zoom-in.
0	How can I zoom in the tree I built, because all the nodes are squeezed together?	There are three ways. 1. Click near the tree Area (If tree is not manipulated). Use mouse scroll to zoom-in and zoom-out the tree.	2. Click and hold to move tree around.	You can add, delete or rename a node in the context tree.
1	Can I specify the file save path in advance instead of selecting it every time?	No, we don't have that option. We utilize systems file explorer. But once user opens the directory and selects a file, the same directory will open during the user session.	If I switch to other app and come back, the same directory still open?	Not exactly. The same directory stays open only if you only use this app.
0	Can I specify the file save path in advance instead of selecting it every time?	No, we don't have that option. We utilize systems file explorer. But once user opens the directory and selects a file, the same directory will open during the user session.	If I switch to other app and come back, the same directory still open?	I am sorry, the answer is YES.
1	I’d like to turn a sub-feature into a higher level feature, and how can I make this modification?	Go to  Login → Get Started → DATA ADMINISTRATION WITH GRAPH. Drag and rearrange nodes feature is available. You can modify the tree this way.	Can I perform the same operation to downgrade a feature to a lower level?	Exactly. The operation is the same.
0	I’d like to turn a sub-feature into a higher level feature, and how can I make this modification?	Go to  Login → Get Started → DATA ADMINISTRATION WITH GRAPH. Drag and rearrange nodes feature is available. You can modify the tree this way.	Can I perform the same operation to downgrade a feature to a lower level?	No problem. Just let you know, when you rename a node, the order of nodes will be automatically sorted by new name (A-Z).
1	Can I add multiple nodes to my context tree at once?	Of course. Mouse hover on a node and right click. Choose the "Create Child Node" option. You can customize the nodes to be added in the popup window.	Could you explain in more detail?	Sure.There is a plus(+) symbol on the popup window. With this you can add as many nodes required, then click create to add nodes to the tree.
0	Can I add multiple nodes to my context tree at once?	Of course. Mouse hover on a node and right click. Choose the "Create Child Node" option. You can customize the nodes to be added in the popup window.	Could you explain in more detail?	Great question! The greater the number of nodes, the more test cases will be generated and the longer it will take. So if possible create a tree with necessary key values.
1	Can I merge the nodes at level 2 and level 3 in my context tree?	Do you mean reconstruct your context tree? Of course, you can do it.	How can I achieve it?	Go to  Login → Get Started → DATA ADMINISTRATION WITH GRAPH. Drag and rearrange nodes feature is available . 
0	Can I merge the nodes at level 2 and level 3 in my context tree?	Do you mean reconstruct your context tree? Of course, you can do it.	How can I achieve it?	There is no limit to the number of child nodes.
1	Hi, where can I find my saved context tree file?	Select tree/file from dropdown list. Tree will be displayed.	Can I continue to modify on it?	Sure. But don't forget to save your changes.
0	Hi, where can I find my saved context tree file?	Select tree/file from dropdown list. Tree will be displayed.	Can I continue to modify on it?	No, we don't have that option. We utilize systems file explorer. But once user opens the directory and selects a file, the same directory will open during the user session.
1	Can I build two separate context trees in the file? 	Could you elaborate a bit more on "separate context trees" you mentioned ?	What I mean is to create two separate trees with separate roots.	At this stage, our application does not support multiple context trees in a file. A file only contains a tree.
0	Can I build two separate context trees in the file? 	Could you elaborate a bit more on "separate context trees" you mentioned ?	What I mean is to create two separate trees with separate roots.	The order of nodes at each level will be automatically sorted based on name (A-Z) after each action. The order doesn't affect test cases generation.
1	Can I create my context tree offline and then upload the file?	Sure. You can choose to upload files or create online.	What format does the app support?	JSON. You should build your context tree as a json file.
0	Can I create my context tree offline and then upload the file?	Sure. You can choose to upload files or create online.	What format does the app support?	I am sorry, the answer is YES.
1	Can I download the context tree I built on the app?	Yes. After you save it, we can download the corresponding json file generated by the app.	Great! If I want to modify the tree, I need to upload the file again?	Yes, that's one way. Another way is to modify the json file directly.
0	Can I download the context tree I built on the app?	Yes. After you save it, we can download the corresponding json file generated by the app.	Great! If I want to modify the tree, I need to upload the file again?	You can add, delete or rename a node in the context tree.
1	What actions can I do to a tree node?	Actions, such as add, delete, rename and etc. You can find different actions in the option list. 	Where can I find the option list you mentioned?	Mouse hovers on a node and right click, then the option list will appear.
0	What actions can I do to a tree node?	Actions, such as add, delete, rename and etc. You can find different actions in the option list. 	Where can I find the option list you mentioned?	Sure. You can choose to upload files or create online.
1	Can I merge the child nodes of a node to another node at the same level?	Yes, you can. Just drag and rearrange the nodes in your tree.	Great! What's the upper bound of the number of child nodes?	There is no limit. You can add child nodes as needed. 
0	Can I merge the child nodes of a node to another node at the same level?	Yes, you can. Just drag and rearrange the nodes in your tree.	Great! What's the upper bound of the number of child nodes?	JSON. You should build your context tree as a json file.
1	I have been waiting for the test cases to be generated for a long time. It takes like forever...	May I ask how many nodes in your context tree?	Over 100 nodes.	The more nodes, the more test cases will be generated. It will take a looooong time. So if possible delete some redundant nodes and just retain the key ones.
0	I have been waiting for the test cases to be generated for a long time. It takes like forever...	May I ask how many nodes in your context tree?	Over 100 nodes.	You can customize your context features by simply changing the labels of nodes, adding or deleting nodes in the context tree.
1	It took me a long time to generate all the test cases. Is there a problem with too many nodes in my context tree?	I think you created too many nodes in you context tree. You can delete some redundant nodes and just keep the important ones. 	How can I delete a node?	Mouse hovers on a node and right click. Then you will see the delete option.
0	It took me a long time to generate all the test cases. Is there a problem with too many nodes in my context tree?	I think you created too many nodes in you context tree. You can delete some redundant nodes and just keep the important ones. 	How can I delete a node?	Yes. After you save it, we can download the corresponding json file generated by the app.
1	While building the context tree, my web page was frozen. what should I do?	Probably you could try to refresh the page and redraw your tree.	You mean if I refresh I will lose what I have built so far!?	Sorry, if the network connection is lost, we will not be able to recover what you created. Try to save the file often.
0	While building the context tree, my web page was frozen. what should I do?	Probably you could try to refresh the page and redraw your tree.	You mean if I refresh I will lose what I have built so far!?	Select tree/file from dropdown list. Tree will be displayed.
1	There is little room for me to add nodes to the third level of the context tree.	Do you want to zoom in or zoom out the tree?	Yes, I would like to zoom out a bit. How can I do that?	Mouse scroll to zoom-in and zoom-out the tree, or click and hold to move tree around.
0	There is little room for me to add nodes to the third level of the context tree.	Do you want to zoom in or zoom out the tree?	Yes, I would like to zoom out a bit. How can I do that?	Yes, you can. Just drag and rearrange the nodes in your tree.
1	How many contents can I add to my context?	Do you mean how many nodes you can add to your context tree? Am I right?	Yes, that's exactly what I mean. I want to know the limit to the number of nodes I can add to the tree.	There is no limit to the number of nodes in the context tree, but you can only have one root.
0	How many contents can I add to my context?	Do you mean how many nodes you can add to your context tree? Am I right?	Yes, that's exactly what I mean. I want to know the limit to the number of nodes I can add to the tree.	Sure. You can choose to upload files or create online.
1	Can I merge two context trees into a single one online?	I am afraid you can't do it online. Because in the online editing, we only allow to add one and only one root node.	Is there any other way to merge two context trees? I don't want to build the merged tree from scratch.	You can merge the two tree files offline. And then upload the merged JSON file.
0	Can I merge two context trees into a single one online?	I am afraid you can't do it online. Because in the online editing, we only allow to add one and only one root node.	Is there any other way to merge two context trees? I don't want to build the merged tree from scratch.	Probably you could try to refresh the page and redraw your tree.
1	What's the maximum depth of the context tree?	The context tree should have up to 3 levels.	Can we specify the weights on the edge of the tree?	Sorry, now we don't have this function.
0	What's the maximum depth of the context tree?	The context tree should have up to 3 levels.	Can we specify the weights on the edge of the tree?	May I ask how many nodes in your context tree?
1	Can we customize property to each node?	What do you mean by property?	I mean the node detail, such as creation time, last modification time, number of children and etc.	Sorry, now we only support adding category names to each node.
0	Can we customize property to each node?	What do you mean by property?	I mean the node detail, such as creation time, last modification time, number of children and etc.	Great question! The greater the number of nodes, the more test cases will be generated and the longer it will take. So if possible create a tree with necessary key values.
1	How many parents can each child node have?	In our application, each child node can have and only have one parent node.	Got it. And how many child nodes can each node have?	There is no limit to the number of child nodes.
0	How many parents can each child node have?	In our application, each child node can have and only have one parent node.	Got it. And how many child nodes can each node have?	Sure.There is a plus(+) symbol on the popup window. With this you can add as many nodes required, then click create to add nodes to the tree.
1	Can we have customized shape of nodes when drawing the tree?	Sorry, we don't have such function. 	Maybe you should add this functionality in the futher. I think it's important for users to classify nodes in different groups.	Thanks for your suggestion. We'll think about it.
0	Can we have customized shape of nodes when drawing the tree?	Sorry, we don't have such function. 	Maybe you should add this functionality in the futher. I think it's important for users to classify nodes in different groups.	Of course. Mouse hover on a node and right click. Choose the "Create Child Node" option. You can customize the nodes to be added in the popup window.
1	How can I reset my password? I can’t remember my password.	Currently we do not have this facility. Users will need to contact the admin.	How can I contact the admin? Can you give me the contact information?	You can find the contact information in the webpage.
0	How can I reset my password? I can’t remember my password.	Currently we do not have this facility. Users will need to contact the admin.	How can I contact the admin? Can you give me the contact information?	I don't know
1	How can I reset my password? I can't remember my password.	Currently we do not have this facility. Users will need to contact the admin.	How can I contact the admin?	Please click the ‘CONTACT’ button in the left panel.
0	How can I reset my password? I can’t remember my password.	Currently we do not have this facility. Users will need to contact the admin.	How can I contact the admin? Can you give me the contact information?	You can login with your username and password.
1	I can’t login with my account and password.	Do you want to find your password?	Yes. Please reset my password.	Please contact the administrator for that.
0	I can’t login with my account and password.	Do you want to find your password?	Yes. Please reset my password.	We can’t do that.
1	I can’t login with my account and password.	Have you check your account and password?	Yes. I should have something wrong with my password.	Yes. Please click the ‘CONTACT’ button in the left panel to contact the administrator.
0	I can’t login with my account and password.	Have you check your account and password?	Yes. I should have something wrong with my password.	I am sorry to hear that.
1	What kinds of AI applications can be tested by this tool? Can I test NLP applications?	Test cases can be generated for any type of application, but currently the application can have input type image only.	So I can’t test NLP applications. Is it right?	We will add the feature in future.
0	What kinds of AI applications can be tested by this tool? Can I test NLP applications?	Test cases can be generated for any type of application, but currently the application can have input type image only.	So I can’t test NLP applications. Is it right?	Test cases can be generated for any type of application.
1	What kinds of AI applications can be tested by this tool? Can I test OCR applications?	Test cases can be generated for any type of application, but currently the application can have input type image only.	So I can’t test NLP applications. Is it right?	We will add the feature in future.
0	What kinds of AI applications can be tested by this tool? Can I test OCR applications?	Test cases can be generated for any type of application, but currently the application can have input type image only.	So I can’t test NLP applications. Is it right?	Test cases can be generated for any type of application.
1	What is the impact if the test tools are used by multiple users for different apps at the same time?	Currently the app is in the development stage. So the performance capabilities are limited and not supported.	Do you mean only one user one application can be supported at one time?	Yes. We plan to support it in later version.
0	What is the impact if the test tools are used by multiple users for different apps at the same time?	Currently the app is in the development stage. So the performance capabilities are limited and not supported.	Do you mean only one user one application can be supported at one time?	We will issue new resources once core functionality is built.
1	What are the maximal test cases can be executed when the app performance is tested?	Current the performance testing feature is not available.	Can multiple test cases be executed then?	No
0	What are the maximal test cases can be executed when the app performance is tested?	Current the performance testing feature is not available.	Can multiple test cases be executed then?	I am not sure
